index_col,Company,TypeName,Inches,screen_size,resolution_width,resolution_height,ips_panel,touchscreen,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,price,ppi
585,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,8,HDD,1024,0,AMD,linux,2.32,2764.08,100
586,HP,Ultrabook,15.6,medium,1920,1080,0,0,AMD,A9-Series 9420,3,4,SSD,256,0,AMD,windows,1.91,2339.656,141
587,Asus,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,2.7,16,SSD,512,0,Intel,windows,11.1,8908.416,157
588,HP,Notebook,15.6,medium,1920,1080,0,0,AMD,A9-Series 9420,3,4,HDD,1024,0,AMD,windows,2.1,2292.752,141
589,Lenovo,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i7,1.8,8,SSD,256,0,AMD,windows,2.1,5764.968,141
590,Acer,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.6,16,Hybrid,128,1024,Nvidia,windows,4.2,9072.536,127
591,Dell,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,2.62,6934.488,141
592,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,12,HDD,1024,0,Intel,windows,2.25,3042.952,100
593,Lenovo,Notebook,14,medium,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.9,4397.976,157
594,HP,Notebook,15.6,medium,1920,1080,0,0,AMD,A9-Series A9-9420,3,6,Hybrid,128,1024,AMD,windows,2.1,3047.616,141
595,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,1.6,4,SSD,256,0,Intel,windows,1.8,3886.872,141
596,Dell,Workstation,15.6,medium,3840,2160,0,1,Intel,Core i7,2.8,8,SSD,256,0,Nvidia,windows,1.78,12715.56,282
597,Acer,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,4,HDD,500,0,Intel,windows,2.4,2620.992,100
598,Lenovo,Notebook,13.3,small,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.44,4501.112,166
599,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,4,HDD,1024,0,Nvidia,windows,2.2,2714.712,141
600,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,4,HDD,1024,0,Intel,windows,1.85,3652.44,141
601,HP,Workstation,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,16,SSD,256,0,Nvidia,windows,2.6,11341.792,141
602,Asus,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Dual,1.1,8,HDD,1024,0,Intel,windows,2,1870.792,100
603,Dell,2 in 1 Convertible,13.3,small,1920,1080,0,1,Intel,Core i5,1.6,8,HDD,1024,0,Intel,windows,1.55,3089.856,166
604,Asus,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia,windows,1.99,4250.84,141
605,MSI,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,1.8,9820.272,141
606,Acer,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,500,0,Intel,windows,2.4,1926.056,100
607,Lenovo,Ultrabook,14,medium,2560,1440,1,0,Intel,Core i7,2.7,16,SSD,1024,0,Intel,windows,1.13,12307.68,210
608,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,Hybrid,128,1024,Nvidia,windows,2,5659.192,141
609,Dell,Ultrabook,13.3,small,3200,1800,0,1,Intel,Core i5,1.6,8,SSD,256,0,Intel,windows,1.23,8763.04,276
610,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,8,SSD,256,0,Intel,windows,2,3117.928,100
611,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Dual,1.1,4,HDD,1024,0,Intel,windows,2.2,1434.752,100
612,Lenovo,Notebook,14,medium,1366,768,0,0,Intel,Celeron Dual,1.6,2,Flash Storage,32,0,Intel,windows,1.42,1167.496,112
613,Toshiba,Notebook,14,medium,1920,1080,1,1,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.25,7197.08,157
614,Lenovo,2 in 1 Convertible,14,medium,1920,1080,0,1,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.7,4683.976,157
615,Asus,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,2.9,7168.92,127
616,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,1,1,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.37,8239.88,166
617,Lenovo,Workstation,15.6,medium,3840,2160,1,0,Intel,Core i7,2.8,16,SSD,1024,0,Nvidia,windows,2.5,15467.848,282
618,Lenovo,Notebook,25.6,large,1920,1080,1,0,Intel,Core i5,1.6,8,Hybrid,256,1024,AMD,windows,2.1,5366.152,86
619,Acer,Notebook,14,medium,1366,768,0,0,Intel,Celeron Dual,1.6,2,Flash Storage,32,0,Intel,other,1.68,1547.216,112
620,Samsung,Ultrabook,13.3,small,1920,1080,0,0,Intel,Core i7,2.7,16,SSD,256,0,Intel,windows,0.81,7731.592,166
621,Acer,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,8,SSD,256,0,Nvidia,linux,2.5,4121.304,141
622,Dell,Notebook,14,medium,1366,768,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.6,5282.728,112
623,MSI,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,2.8,10544.776,127
624,HP,Workstation,17.3,large,1920,1080,1,0,Intel,Xeon E3-1535M,2.9,16,SSD,256,0,Nvidia,windows,3,20578.448,127
625,Lenovo,Netbook,11.6,small,1366,768,0,1,Intel,Celeron Dual,1.6,4,SSD,128,0,Intel,windows,1.4,2227.104,135
626,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.4,8,SSD,256,0,Intel,windows,1.84,8908.416,141
627,Asus,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.3,4,HDD,1024,0,Nvidia,N/A,2.45,2714.712,100
628,Dell,Notebook,15.6,medium,3840,2160,0,1,Intel,Core i7,2.8,16,SSD,1024,0,Nvidia,windows,2.06,11248.072,282
629,Asus,Notebook,15.6,medium,1366,768,0,0,Intel,Core i7,2.7,4,SSD,256,0,Intel,windows,2.37,3984.904,100
630,Lenovo,2 in 1 Convertible,13.3,small,3200,1800,1,1,Intel,Core i5,1.8,8,SSD,256,0,Intel,windows,1.3,5621.704,276
631,HP,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia,windows,2.2,5152.84,141
632,Asus,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,512,0,Intel,windows,1.1,8781.784,157
633,Lenovo,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,2.5,5199.744,141
634,HP,Workstation,15.6,medium,1920,1080,0,0,Intel,Core i7,2.6,8,SSD,256,0,Nvidia,windows,2.59,7318.96,141
635,Toshiba,Ultrabook,13.3,small,1920,1080,0,0,Intel,Core i7,2.5,16,SSD,512,0,Intel,windows,1.2,8191.04,166
636,Dell,Gaming,15.6,medium,3840,2160,1,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,4.42,13451.68,282
637,Acer,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,4,SSD,256,0,Intel,windows,2.1,2808.52,100
638,Dell,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,2.8,8,SSD,512,0,Intel,windows,1.36,7876.88,157
639,Lenovo,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,2.5,4913.656,141
640,Acer,Notebook,14,medium,1920,1080,0,0,Intel,Celeron Quad,1.1,4,Flash Storage,32,0,Intel,windows,1.6,1542.552,157
641,Lenovo,Notebook,35.6,large,1920,1080,0,0,Intel,Core i3,2,4,HDD,500,0,Intel,windows,2.2,1917.696,62
642,Dell,Ultrabook,12.5,small,1920,1080,0,0,Intel,Core i7,2.8,16,SSD,256,0,Intel,windows,1.18,8716.224,176
643,Lenovo,Notebook,11.6,small,1366,768,0,0,Intel,Celeron Dual,1.1,2,Flash Storage,32,0,Intel,windows,1.15,1427.448,135
644,MSI,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.7,16,Hybrid,128,1024,Nvidia,windows,4.14,10310.344,127
645,Google,Ultrabook,12.3,small,2400,1600,0,1,Intel,Core i5,1.2,8,SSD,256,0,Intel,other,1.1,7309.632,235
646,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,1024,0,AMD,linux,2.18,2180.2,100
647,Asus,Ultrabook,13.3,small,3200,1800,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.2,5293.464,276
648,Lenovo,Workstation,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,8,SSD,512,0,Nvidia,windows,2.67,9025.632,141
649,HP,Notebook,17,large,1600,900,0,0,AMD,A9-Series 9420,3,8,HDD,1024,0,AMD,windows,2.6,2442.352,108
650,Dell,Notebook,13.3,small,1366,768,0,0,Intel,Core i3,2,4,HDD,500,0,Intel,windows,1.65,3980.68,118
651,Acer,Notebook,13.3,small,1366,768,0,0,Intel,Core i5,2.3,4,SSD,128,0,Intel,windows,1.6,3071.024,118
652,MSI,Gaming,15.6,medium,3840,2160,0,0,Intel,Core i7,2.8,16,Hybrid,256,2048,Nvidia,windows,1.8,10779.208,282
653,Lenovo,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i7,2.7,16,SSD,512,0,Intel,windows,1.14,11487.168,157
654,Asus,Notebook,17.3,large,1366,768,0,0,Intel,Pentium Quad,1.1,4,HDD,1024,0,Nvidia,windows,2.8,2205.28,91
655,Dell,Gaming,15.6,medium,3840,2160,1,1,Intel,Core i7,2.6,16,Hybrid,128,1024,Nvidia,windows,2.72,5152.84,282
656,Asus,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,8,HDD,1024,0,Nvidia,N/A,2.5,5480.992,141
657,Lenovo,Ultrabook,14,medium,2560,1440,1,0,Intel,Core i7,2.8,8,SSD,512,0,Nvidia,windows,1.7,9110.024,210
658,Acer,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,500,0,Intel,windows,2.4,2109.888,100
659,Samsung,Ultrabook,13.3,small,1920,1080,0,1,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.31,7497.16,166
660,Lenovo,Notebook,14,medium,1366,768,0,0,Intel,Celeron Dual,1.6,4,Flash Storage,32,0,Intel,windows,1.43,1284.712,112
661,Acer,Notebook,15.6,medium,1366,768,0,0,Intel,Pentium Quad,1.1,4,HDD,1024,0,Intel,linux,2.1,1397.176,100
662,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,16,,,0,AMD,windows,2.3,5538.544,141
663,Acer,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.8,4308.832,157
664,Razer,Gaming,14,medium,1920,1080,0,0,Intel,Core i7,2.8,16,SSD,256,0,Nvidia,windows,1.95,12185.8,157
665,Toshiba,Notebook,13.3,small,1920,1080,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,1.2,5687.352,166
666,Samsung,2 in 1 Convertible,15,medium,1920,1080,0,1,Intel,Core i7,2.7,16,SSD,256,0,AMD,windows,1.71,8434.888,147
667,Lenovo,Ultrabook,12.5,small,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.36,7426.848,176
668,Toshiba,Notebook,14,medium,1366,768,1,0,Intel,Core i5,2.3,4,SSD,128,0,Intel,windows,1.75,4782.448,112
669,Asus,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.7,32,SSD,512,0,Nvidia,windows,3.8,13123.528,127
670,Dell,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,8,HDD,1024,0,Nvidia,windows,2.62,5152.84,141
671,Acer,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia,linux,2.4,3324.288,141
672,Dell,Ultrabook,13.3,small,1920,1080,0,0,Intel,Core i5,1.6,8,SSD,256,0,Intel,windows,1.2,6798.088,166
673,Asus,2 in 1 Convertible,15.6,medium,1920,1080,0,1,Intel,Core i7,2.7,12,HDD,2048,0,Nvidia,windows,2.3,3933.776,141
674,Lenovo,Notebook,15.6,medium,3840,2160,0,0,Intel,Core i7,2.7,16,SSD,512,0,Nvidia,windows,2.5,11112.112,282
675,MSI,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,2.2,5587.912,141
676,Acer,Notebook,14,medium,1920,1080,1,0,Intel,Core i3,2.4,4,SSD,128,0,Intel,windows,1.8,2981.968,157
677,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,500,0,Intel,N/A,1.86,1710.896,100
678,Toshiba,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i7,2.5,8,SSD,256,0,Intel,windows,2.2,6559.432,141
679,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,4,HDD,1024,0,AMD,windows,2.1,2198.944,141
680,Razer,Gaming,14,medium,1920,1080,0,0,Intel,Core i7,2.8,16,SSD,512,0,Nvidia,windows,1.95,13592.392,157
681,Acer,2 in 1 Convertible,13.3,small,1920,1080,1,1,Intel,Core i7,2.5,8,SSD,256,0,Intel,windows,1.6,3699.344,166
682,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,6,HDD,1024,0,Intel,windows,2.4,2644.4,141
683,Asus,Notebook,15.6,medium,1920,1080,0,0,Intel,Pentium Dual,1.1,8,SSD,128,0,Intel,windows,2,2728.352,141
684,Asus,2 in 1 Convertible,13.3,small,1920,1080,1,1,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.27,4351.072,166
685,Dell,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.8,32,Hybrid,1024,1024,Nvidia,windows,4.42,16826.568,127
686,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,4,SSD,256,0,AMD,linux,2.3,2807.992,141
687,Toshiba,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i5,2.5,8,HDD,500,0,Intel,windows,2,4988.72,141
688,Lenovo,2 in 1 Convertible,15.6,medium,1920,1080,1,1,Intel,Core i7,2.8,8,SSD,256,0,Intel,windows,2,6090.568,141
689,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,1.8,8,SSD,256,0,AMD,windows,6.2,4308.832,141
690,Asus,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.6,16,Hybrid,256,1024,Nvidia,windows,4.3,11018.304,127
691,Dell,Notebook,13.3,small,1366,768,0,0,Intel,Core i3,2,4,SSD,128,0,Intel,windows,1.65,3230.48,118
692,Toshiba,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i7,2.6,16,SSD,512,0,Nvidia,windows,1.47,8270.768,157
693,Acer,Notebook,14,medium,1366,768,0,0,Intel,Pentium Quad,1.6,4,Flash Storage,128,0,Intel,windows,1.6,1636.36,112
694,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Quad,1.6,8,HDD,1024,0,Intel,N/A,2.2,1542.552,100
695,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,1.8,16,Hybrid,256,2048,AMD,windows,2.2,5321.624,141
696,Lenovo,Notebook,15.6,medium,3840,2160,1,0,Intel,Xeon E3-1535M,3.1,32,SSD,1024,0,Nvidia,windows,2.5,22969.672,282
697,Lenovo,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.6,8,Hybrid,128,1024,Nvidia,windows,3.31,5607.624,141
698,HP,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,2.5,8,SSD,256,0,Intel,windows,1.43,7032.96,157
699,Lenovo,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,2.7,16,SSD,512,0,Intel,windows,1.7,10779.208,157
700,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,8,HDD,1024,0,Intel,windows,2.14,2531.672,100
701,Dell,Gaming,17.3,large,3840,2160,1,0,Intel,Core i7,2.8,32,Hybrid,512,1024,Nvidia,windows,4.42,14756.896,255
702,MSI,Gaming,14,medium,1920,1080,1,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,1.6,8866.176,157
703,MSI,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia,windows,2.2,5105.936,141
704,Lenovo,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i7,1.8,8,SSD,256,0,AMD,windows,1.75,5698.44,157
705,Dell,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.4,8,SSD,256,0,Intel,windows,1.56,5762.328,157
706,Lenovo,2 in 1 Convertible,15.6,medium,3840,2160,1,1,Intel,Core i7,2.8,16,SSD,512,0,Nvidia,windows,2,8903.752,282
707,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Dual,1.1,4,HDD,500,0,Intel,windows,2.2,1964.512,100
708,Lenovo,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,4,HDD,1024,0,Nvidia,windows,2.4,4683.976,141
709,Chuwi,Notebook,12.3,small,2736,1824,1,0,Intel,Celeron Quad,1.1,6,Flash Storage,64,0,Intel,windows,1.4,2105.224,267
710,Acer,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,4.2,10779.208,127
711,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.9,8,SSD,256,0,Intel,windows,2.31,6690.728,141
712,Dell,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.6,16,HDD,1024,0,Nvidia,windows,2.59,4121.392,141
713,Dell,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,windows,2.62,4618.328,141
714,Asus,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,2.24,6278.096,141
715,Vero,Notebook,14,medium,1920,1080,0,0,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel,windows,1.22,951.368,157
716,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,1,1,Intel,Core i7,2.7,8,SSD,512,0,Intel,windows,1.37,9236.656,166
717,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.3,4,HDD,500,0,Intel,windows,2.2,2508.44,141
718,Asus,Notebook,35.6,large,1920,1080,0,0,Intel,Core i3,2.4,8,HDD,1024,0,Nvidia,linux,2.3,2799.104,62
719,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,6,HDD,1024,0,AMD,windows,2.04,2527.184,141
720,Dell,Gaming,27.3,large,2560,1440,1,0,Intel,Core i7,2.9,16,Hybrid,256,1024,Nvidia,windows,4.42,13123.528,108
721,Lenovo,2 in 1 Convertible,15.6,medium,1920,1080,0,1,Intel,Core i5,2.5,8,SSD,256,0,AMD,windows,2.08,4496.448,141
722,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,1024,0,Intel,linux,2.18,2081.288,100
723,MSI,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,2.7,6970.92,127
724,Apple,Ultrabook,12,small,2304,1440,1,0,Intel,Core M,1.2,8,Flash Storage,512,0,Intel,macos,0.92,5462.248,226
725,Dell,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,2.62,5434.176,141
726,Toshiba,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2.1,4,SSD,128,0,Intel,windows,2.1,2334.904,100
727,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,1024,0,Intel,linux,2.25,1683.264,100
728,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,1.8,8,Hybrid,256,2048,AMD,windows,2.02,5356.296,141
729,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,HDD,1024,0,AMD,windows,2.1,3493.072,141
730,Lenovo,2 in 1 Convertible,14,medium,2560,1440,1,1,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.42,10924.496,210
731,Dell,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,2.8,8,SSD,256,0,Intel,linux,1.6,5152.84,157
732,Toshiba,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,2,5898.288,141
733,Asus,Notebook,14,medium,1366,768,0,0,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel,windows,1.63,1401.928,112
734,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,8,SSD,128,0,Intel,windows,1.95,3797.816,100
735,Lenovo,2 in 1 Convertible,13.9,small,1920,1080,1,1,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.38,6325,158
736,Acer,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,SSD,128,0,Intel,linux,2.1,1931.688,100
737,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,8,SSD,256,0,AMD,windows,2,3464.912,141
738,HP,Workstation,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,8,SSD,256,0,Nvidia,windows,3.14,9681.584,141
739,Toshiba,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.3,4,HDD,500,0,Intel,windows,2.1,3657.104,100
740,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,1024,0,AMD,windows,2.18,2878.832,100
741,Asus,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,2.37,5152.84,141
742,Microsoft,Ultrabook,13.5,small,2256,1504,0,1,Intel,Core i7,2.8,8,SSD,256,0,Intel,windows,1.25,8757.672,201
743,Dell,Ultrabook,13.3,small,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.29,7028.296,166
744,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,Hybrid,128,1024,AMD,windows,1.9,3835.04,141
745,Dell,Notebook,15.6,medium,3840,2160,0,1,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,windows,2.06,8200.456,282
746,HP,Notebook,15.6,medium,1366,768,0,0,AMD,A12-Series 9700P,2.5,8,HDD,2048,0,AMD,windows,2.04,2949.144,100
747,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.6,8,HDD,500,0,Intel,windows,1.9,4383.896,141
748,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,1,1,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.3,4848.096,166
749,Dell,Netbook,11.6,small,1366,768,0,0,Intel,Pentium Quad,1.1,4,SSD,128,0,Intel,windows,1.63,3488.32,135
750,Dell,2 in 1 Convertible,13.3,small,3200,1800,0,1,Intel,Core i7,1.3,8,SSD,512,0,Intel,windows,1.24,9438.704,276
751,Dell,Gaming,15.6,medium,3840,2160,0,0,Intel,Core i7,2.8,16,SSD,512,0,Nvidia,windows,2.62,7872.216,282
752,Lenovo,Notebook,35.6,large,1366,768,0,0,AMD,E-Series E2-9000,2.2,4,SSD,128,0,AMD,windows,2.2,1636.36,44
753,Asus,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.7,32,SSD,256,256,Nvidia,windows,3.58,5996.76,127
754,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,4,HDD,1024,0,Nvidia,windows,2.4,2855.424,141
755,Dell,2 in 1 Convertible,13.3,small,1920,1080,0,1,Intel,Core i7,1.3,16,SSD,256,0,Intel,windows,1.22,7731.592,166
756,HP,Netbook,12.5,small,1366,768,0,0,Intel,Core i5,2.6,8,SSD,256,0,Intel,windows,1.26,6512.528,125
757,Lenovo,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i7,2.7,8,Flash Storage,256,0,Intel,windows,1.13,9607.048,157
758,Lenovo,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,512,0,Intel,windows,1.95,9203.744,141
759,HP,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.8,12,HDD,1024,0,AMD,windows,3.74,8200.456,127
760,LG,Ultrabook,15.6,medium,1920,1080,1,1,Intel,Core i7,2.7,16,SSD,512,0,Intel,windows,1.08,9841.48,141
761,MSI,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,512,1024,Nvidia,windows,2.9,11323.048,127
762,Samsung,Ultrabook,13.3,small,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,0.81,7028.296,166
763,HP,Netbook,12.5,small,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,512,0,Intel,windows,1.26,6953.232,176
764,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,HDD,1024,0,Nvidia,windows,1.98,4505.776,141
765,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,2.3,6325,141
766,Acer,Notebook,15.6,medium,1920,1080,1,0,Intel,Celeron Dual,1.5,4,Flash Storage,16,0,Intel,other,2.2,1683.264,141
767,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,AMD,windows,2.18,3703.128,141
768,Lenovo,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i5,2.3,8,Hybrid,128,1024,Nvidia,windows,2.6,3699.344,141
769,Asus,Notebook,13.3,small,3200,1800,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.4,5391.936,276
770,Lenovo,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.32,8716.224,157
771,LG,Ultrabook,14,medium,1920,1080,1,1,Intel,Core i7,2.7,8,SSD,512,0,Intel,windows,0.98,8903.752,157
772,Razer,Ultrabook,12.5,small,3840,2160,1,1,Intel,Core i7,2.5,16,SSD,512,0,Intel,windows,1.29,8434.888,352
773,HP,Ultrabook,13.3,small,1920,1080,1,1,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.11,6325,166
774,HP,2 in 1 Convertible,14,medium,1920,1080,1,1,Intel,Core i3,2.4,4,SSD,128,0,Nvidia,windows,1.63,3277.384,157
775,HP,Netbook,11.6,small,1366,768,0,0,Intel,Celeron Dual,1.6,4,Flash Storage,16,0,Intel,other,1.23,1805.144,135
776,Dell,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.8,8,SSD,256,0,Intel,windows,1.6,5649.776,157
777,Acer,Notebook,15.6,medium,1366,768,0,0,Intel,Pentium Quad,1.1,4,HDD,500,0,Intel,windows,2.4,1781.648,100
778,Dell,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.8,16,Hybrid,128,1024,Nvidia,windows,4.36,11745.096,127
779,HP,Ultrabook,12.5,small,3840,2160,0,1,Intel,Core M,1.2,8,SSD,240,0,Intel,windows,1.09,14534.784,352
